2020-10-29 00:00:48.444100 {"type":"join","timestamp":1603929648.4440875,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[tantek]","nickname":"[tantek]","username":"~slackuser","name":"tantek via slack-irc-gateway","photo":"http:\/\/tantek.com\/logo.jpg","url":"http:\/\/Tantek.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-10-29 00:39:51.535900 {"type":"join","timestamp":1603931991.5359228,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[fluffy]","nickname":"[fluffy]","username":"~slackuser","name":null,"photo":"https:\/\/beesbuzz.biz\/static\/headshot.jpg","url":"http:\/\/beesbuzz.biz","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-10-29 00:50:40.250600 {"type":"join","timestamp":1603932640.2505856,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"lahacker","nickname":"lahacker","username":"~lahacker","name":"Angelo Gladding","photo":null,"url":null,"tz":null,"host":"2600:1700:c280:4be0::6e3"},"content":null,"modes":[]}
2020-10-29 00:52:16.140100 {"type":"join","timestamp":1603932736.1400642,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[chrisaldrich]","nickname":"[chrisaldrich]","username":"~slackuser","name":null,"photo":"https:\/\/www.boffosocko.com\/logo.jpg","url":"http:\/\/boffosocko.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-10-29 00:52:16.640300 {"type":"message","timestamp":1603932736.6402547,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[chrisaldrich]","nickname":"[chrisaldrich]","username":"~slackuser","name":null,"photo":"https:\/\/www.boffosocko.com\/logo.jpg","url":"http:\/\/boffosocko.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":"Looks like Amazon will be pulling in some new \/read like functionality soon with their book clubs in beta: https:\/\/www.amazon.com\/b?node=20591209011&ref_=abc_aa_ldp_r_ds_lpb_lml","modes":["voice"]}
2020-10-29 01:08:08.349900 {"type":"join","timestamp":1603933688.3498502,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[antonio]","nickname":"[antonio]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-10-29 01:09:21.590200 {"type":"join","timestamp":1603933761.5901735,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"maxwelljoslyn","nickname":"maxwelljoslyn","username":"~webuser","name":null,"photo":null,"url":"http:\/\/www.maxwelljoslyn.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-10-29 01:09:21.618700 {"type":"join","timestamp":1603933761.6187117,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"binyamin","nickname":"binyamin","username":"~webuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-10-29 02:00:51.346000 {"type":"join","timestamp":1603936851.345994,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"qa5","nickname":"qa5","username":"sid145515","name":"qa5","photo":null,"url":null,"tz":null,"host":"gateway\/web\/irccloud.com\/x-vlryazwdxamvijfq"},"content":null,"modes":[]}
2020-10-29 02:00:53.744100 {"type":"join","timestamp":1603936853.744148,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ramsey","nickname":"ramsey","username":"sid29832","name":"Ben Ramsey","photo":null,"url":null,"tz":null,"host":"gateway\/web\/irccloud.com\/x-dsjzrfiblzrmxefb"},"content":null,"modes":[]}
2020-10-29 02:01:08.691100 {"type":"join","timestamp":1603936868.6911137,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"voxpelli","nickname":"voxpelli","username":"sid31634","name":"Pelle Wessman","photo":"http:\/\/voxpelli.com\/avatar.jpg","url":"http:\/\/kodfabrik.se","tz":"Europe\/Stockholm","host":"gateway\/web\/irccloud.com\/x-liailtsghnrovnto"},"content":null,"modes":[]}
2020-10-29 02:03:05.038500 {"type":"join","timestamp":1603936985.0384681,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"willnorris","nickname":"willnorris","username":"sid21447","name":"Will Norris","photo":"https:\/\/willnorris.com\/logo.jpg","url":"http:\/\/willnorris.com","tz":"America\/Los_Angeles","host":"gateway\/web\/irccloud.com\/x-ohleilfsfsxgaauq"},"content":null,"modes":[]}
2020-10-29 02:13:58.864800 {"type":"join","timestamp":1603937638.8647852,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"toupain","nickname":"toupain","username":"~Thunderbi","name":null,"photo":null,"url":null,"tz":null,"host":"172.58.62.140"},"content":null,"modes":[]}
2020-10-29 02:38:19.460100 {"type":"join","timestamp":1603939099.4600692,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"nickodd","nickname":"nickodd","username":"~nickodd","name":"nickodd","photo":null,"url":null,"tz":null,"host":"unaffiliated\/nickodd"},"content":null,"modes":[]}
2020-10-29 03:02:17.834900 {"type":"join","timestamp":1603940537.834856,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"vika_nezrimaya","nickname":"vika_nezrimaya","username":"~vika","name":null,"photo":"https:\/\/avatars1.githubusercontent.com\/u\/7953163","url":"http:\/\/fireburn.ru","tz":"Europe\/Moscow","host":"fireburn.ru"},"content":null,"modes":[]}
2020-10-29 03:08:06.020000 {"type":"join","timestamp":1603940886.0199568,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"vika_nezrimaya","nickname":"vika_nezrimaya","username":"~vika","name":null,"photo":"https:\/\/avatars1.githubusercontent.com\/u\/7953163","url":"http:\/\/fireburn.ru","tz":"Europe\/Moscow","host":"fireburn.ru"},"content":null,"modes":[]}
