2020-12-16 00:17:11.529100 {"type":"join","timestamp":1608077831.529118,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-12-16 00:51:56.600800 {"type":"join","timestamp":1608079916.6008074,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[eddie]","nickname":"[eddie]","username":"~slackuser","name":null,"photo":"https:\/\/eddiehinkle.com\/images\/profile.jpg","url":"http:\/\/eddiehinkle.com","tz":"America\/New_York","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-12-16 01:06:59.038800 {"type":"join","timestamp":1608080819.038763,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"JackyAlcin[m]","nickname":"JackyAlcin[m]","username":"jalcinekde","name":"@jalcine:kde.org","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bbcbumwmmuicyjre"},"content":null,"modes":[]}
2020-12-16 01:19:19.289700 {"type":"join","timestamp":1608081559.2896585,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[chrisaldrich]","nickname":"[chrisaldrich]","username":"~slackuser","name":"chrisaldrich via slack-irc-gateway","photo":"https:\/\/www.boffosocko.com\/logo.jpg","url":"http:\/\/boffosocko.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-12-16 02:04:50.611600 {"type":"join","timestamp":1608084290.6116207,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"jjuran","nickname":"jjuran","username":"~jjuran","name":"Josh Juran","photo":"https:\/\/www.jjuran.org\/avatar.jpg","url":"http:\/\/jjuran.org","tz":"America\/New_York","host":"c-98-231-147-29.hsd1.md.comcast.net"},"content":null,"modes":[]}
2020-12-16 02:25:56.033000 {"type":"message","timestamp":1608085556.0330236,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"\u000314[[\u000307Scoop.it\u000314]]\u00034 !N\u000310 \u000302https:\/\/indieweb.org\/wiki\/index.php?oldid=73988&rcid=73874\u0003 \u00035*\u0003 \u000303Boffosocko.com\u0003 \u00035*\u0003 (+1201) \u000310stub; link; criticism\u0003\n","modes":[]}
2020-12-16 02:47:32.482900 {"type":"join","timestamp":1608086852.482861,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[jgmac1106]","nickname":"[jgmac1106]","username":"~slackuser","name":null,"photo":"http:\/\/quickthoughts.jgregorymcverry.com\/file\/6802fbcdd3fada8cb61ffb798978f72f\/thumb.jpg","url":"http:\/\/jgregorymcverry.com","tz":"-5 GMT","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-12-16 03:07:57.968800 {"type":"join","timestamp":1608088077.9687545,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"hirusi","nickname":"hirusi","username":"~Srain","name":"Can you can a can?","photo":null,"url":null,"tz":null,"host":"103.104.94.13"},"content":null,"modes":[]}
2020-12-16 03:30:12.050500 {"type":"join","timestamp":1608089412.0504959,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[Emma_Humphries]","nickname":"[Emma_Humphries]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-12-16 04:52:57.332000 {"type":"join","timestamp":1608094377.3320253,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"hirusi","nickname":"hirusi","username":"~Srain","name":"Can you can a can?","photo":null,"url":null,"tz":null,"host":"103.104.94.13"},"content":null,"modes":[]}
2020-12-16 05:50:02.806300 {"type":"message","timestamp":1608097802.8062792,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"[@TobyKurien] \"There is an alternative to corporate bubbles online \u2014 it\u2019s called the IndieWeb. Build your own personal websites, control your online presence, and learn on your own terms.\"\n\nhttps:\/\/www.smashingmagazine.com\/2020\/08\/autonomy-online-indieweb\/ (https:\/\/twitter.com\/_\/status\/1339084268975353857)","modes":[]}
