2019-10-12 00:18:39.449800 {"type":"join","timestamp":1570839519.4498,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":"KevinMarks via slack-irc-gateway","photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-10-12 00:26:39.029000 {"type":"join","timestamp":1570839999.029,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[tantek]","nickname":"[tantek]","username":"~slackuser","name":"tantek via slack-irc-gateway","photo":"http:\/\/tantek.com\/logo.jpg","url":"http:\/\/Tantek.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-10-12 00:34:32.707200 {"type":"message","timestamp":1570840472.7072,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":"http:\/\/loqi.me\/logo\/loqisaur.png","url":"http:\/\/loqi.me","tz":"America\/Los_Angeles","host":null},"content":"[@thevulgarera] I am all for this \"IndieWeb\" concept. The model of build a #Facebook, let it become an unmanageable monster, and set it loose on the world with little to no accountability for the chaos it causes can't be the norm. https:\/\/screenshot-magazine.com\/visual-cultures\/what-is-the-indieweb\/ @screenshotmag #IndieWeb (https:\/\/twitter.com\/_\/status\/1182816759532834816)","modes":[]}
2019-10-12 01:30:12.210500 {"type":"join","timestamp":1570843812.2105,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[aaronpk]","nickname":"[aaronpk]","username":"~slackuser","name":null,"photo":"https:\/\/aaronparecki.com\/images\/aaronpk-128.jpg","url":"http:\/\/aaronparecki.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-10-12 01:47:28.112000 {"type":"join","timestamp":1570844848.112,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"gRegorLove_","nickname":"gRegorLove_","username":"~gRegorLov","name":null,"photo":null,"url":null,"tz":null,"host":"2600:8801:9200:8540:4000:efa9:8224:d45"},"content":null,"modes":[]}
2019-10-12 01:54:36.325600 {"type":"join","timestamp":1570845276.3256,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"gRegorLove_","nickname":"gRegorLove_","username":"~gRegorLov","name":null,"photo":null,"url":null,"tz":null,"host":"2600:8801:9200:8540:4000:efa9:8224:d45"},"content":null,"modes":[]}
2019-10-12 02:02:11.832900 {"type":"join","timestamp":1570845731.8329,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[Lewis_Cowles]","nickname":"[Lewis_Cowles]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-10-12 02:09:29.518500 {"type":"join","timestamp":1570846169.5185,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[fluffy]","nickname":"[fluffy]","username":"~slackuser","name":"fluffy via slack-irc-gateway","photo":"https:\/\/beesbuzz.biz\/static\/headshot.jpg","url":"http:\/\/beesbuzz.biz","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-10-12 02:14:00.679000 {"type":"join","timestamp":1570846440.679,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"bengoDiscord[m]","nickname":"bengoDiscord[m]","username":"disco6722","name":"@_discord_602622661125996545:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-twccbwcniucfwihw"},"content":null,"modes":[]}
2019-10-12 05:33:09.829700 {"type":"join","timestamp":1570858389.8297,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[jeremycherfas]","nickname":"[jeremycherfas]","username":"~slackuser","name":null,"photo":"https:\/\/www.jeremycherfas.net\/user\/themes\/mytheme\/images\/zoot.jpg","url":"http:\/\/jeremycherfas.net","tz":"Europe\/Rome","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-10-12 06:01:34.099000 {"type":"message","timestamp":1570860094.099,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":"http:\/\/loqi.me\/logo\/loqisaur.png","url":"http:\/\/loqi.me","tz":"America\/Los_Angeles","host":null},"content":"[@AndreJaenisch] \u21a9\ufe0f Official spec: https:\/\/www.w3.org\/TR\/webmention\/\nKnown software: https:\/\/indieweb.org\/Webmention#Publishing_Software\nSaaS: https:\/\/indieweb.org\/Webmention#webmention.io\nMy inherited take on implementation: https:\/\/github.com\/Ryuno-Ki\/webmention-tools\n\nAFAIK no implementation in Racket. But you could use a CLI for it in interim. (https:\/\/twitter.com\/_\/status\/1182899056915505153)","modes":[]}
2019-10-12 07:21:55.569000 {"type":"message","timestamp":1570864915.569,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"\u000314[[\u000307events\/2019-10-16-homebrew-website-club\u000314]]\u00034 !\u000310 \u000302https:\/\/indieweb.org\/wiki\/index.php?diff=65450&oldid=65389&rcid=65304\u0003 \u00035*\u0003 \u000303Jkphl.is\u0003 \u00035*\u0003 (+18) \u000310\/* Where *\/\u0003\n","modes":[]}
2019-10-12 07:25:07.564900 {"type":"message","timestamp":1570865107.5649,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"[@IndieWebCampDE] Nach einer l\u00e4ngeren Sommerpause kommt n\u00e4chsten Mittwoch wieder der Homebrew Website Club in N\u00fcrnberg zusammen: https:\/\/indieweb.org\/events\/2019-10-16-homebrew-website-club#N.C3.BCrnberg Du bastelst an einer pers\u00f6nlichen Website und m\u00f6chtest das nicht alleine tun? Dann komm vorbei! (https:\/\/twitter.com\/_\/status\/1182920087554215936)","modes":[]}
2019-10-12 07:26:37.366400 {"type":"message","timestamp":1570865197.3664,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"[@jkphl] It's been quite a break but next Wednesday we'll meet again at the #HomebrewWebsiteClub N\u00fcrnberg and tinker on our websites. Swing by! #indieweb (https:\/\/twitter.com\/_\/status\/1182920468740878336)","modes":[]}
2019-10-12 08:01:53.786000 {"type":"message","timestamp":1570867313.786,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":"http:\/\/loqi.me\/logo\/loqisaur.png","url":"http:\/\/loqi.me","tz":"America\/Los_Angeles","host":null},"content":"\u000314[[\u000307User:Kaja.sknebel.net\/upcoming-hwcs\u000314]]\u00034 !\u000310 \u000302https:\/\/indieweb.org\/wiki\/index.php?diff=65451&oldid=65224&rcid=65305\u0003 \u00035*\u0003 \u000303Kaja.sknebel.net\u0003 \u00035*\u0003 (+52) \u000310update from \/Events\u0003\n","modes":[]}
2019-10-12 08:11:27.112600 {"type":"join","timestamp":1570867887.1126,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[Nicolas_Hoizey]","nickname":"[Nicolas_Hoizey]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-10-12 08:11:27.779500 {"type":"message","timestamp":1570867887.7795,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[Nicolas_Hoizey]","nickname":"[Nicolas_Hoizey]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":"Thanks a lot! \u263a","modes":[]}
2019-10-12 08:14:43.555200 {"type":"message","timestamp":1570868083.5552,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"[Nicolas_Hoizey]","nickname":"[Nicolas_Hoizey]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":"Thank you for adding these to the newsletter!","modes":[]}
2019-10-12 08:30:21.098100 {"type":"join","timestamp":1570869021.0981,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"deathrow1","nickname":"deathrow1","username":"~deathrow1","name":"joelpurra.com","photo":"https:\/\/joelpurra.com\/image\/joel-purra-512x768.jpg","url":"http:\/\/joelpurra.com","tz":"Europe\/Berlin","host":"metaverse.metadomain.se"},"content":null,"modes":[]}
2019-10-12 11:00:41.799700 {"type":"message","timestamp":1570878041.7997,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"[@alexcio_] Kommt vorbei zum n\u00e4chsten \n#HomebrewWebsiteClub n\u00e4chsten Mittwoch im @tollwerk!\n\nIch bin leider in Dortmund aber vielleicht ab 2020 wieder regelm\u00e4\u00dfig mit dabei :) (https:\/\/twitter.com\/_\/status\/1182974338070388736)","modes":[]}
2019-10-12 11:06:17.707300 {"type":"join","timestamp":1570878377.7073,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"djmoch","nickname":"djmoch","username":"~djmoch","name":"Daniel Moch","photo":"https:\/\/danielmoch.com\/assets\/avatar.jpg","url":"http:\/\/danielmoch.com","tz":"America\/New_York","host":"hoplift.danielmoch.com"},"content":null,"modes":[]}
2019-10-12 11:43:37.675700 {"type":"message","timestamp":1570880617.6757,"network":"irc","server":"freenode","channel":{"uid":"#indieweb-meta","name":"#indieweb-meta"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":null,"host":null},"content":"[@saskia747] Wie schauts aus #webdev ladys? @susiverse \n@setily1 \nLust auf ein Treffen n\u00e4chsten Mittwoch 16\/10 beim #HomebrewWebsiteClub im @tollwerk? (https:\/\/twitter.com\/_\/status\/1182985142027063296)","modes":[]}
