2021-05-14 00:02:47.771000 {"type":"join","timestamp":1620950567.77103,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":null,"photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 01:00:09.887100 {"type":"join","timestamp":1620954009.887066,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[tw2113_Slack_]","nickname":"[tw2113_Slack_]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 01:18:51.958300 {"type":"join","timestamp":1620955131.9582658,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sparseMatrix","nickname":"sparseMatrix","username":"~webuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 02:25:04.129200 {"type":"message","timestamp":1620959104.1291854,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Loqi","nickname":"Loqi","username":"Loqi","name":"Loqi","photo":null,"url":null,"tz":"US\/Pacific","host":null},"content":"[@Cambridgeport90] Now I remembered why I forked the @withknown repository on GitHub. It's because I knew I was missing some pull requests; one to produce a web.config file so that it works with IIS,and the other is a Chocolatey script to install it and all its prereqs. (https:\/\/twitter.com\/_\/status\/1393028796241088512)","modes":[]}
2021-05-14 02:42:15.017500 {"type":"join","timestamp":1620960135.01753,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[fluffy]","nickname":"[fluffy]","username":"~slackuser","name":null,"photo":"https:\/\/beesbuzz.biz\/static\/headshot.jpg?1","url":"http:\/\/beesbuzz.biz","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 04:23:50.629300 {"type":"join","timestamp":1620966230.6293292,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 04:56:13.975800 {"type":"join","timestamp":1620968173.9758415,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[tw2113_Slack_]","nickname":"[tw2113_Slack_]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 05:25:02.636900 {"type":"join","timestamp":1620969902.636911,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[schmarty]","nickname":"[schmarty]","username":"~slackuser","name":null,"photo":"https:\/\/martymcgui.re\/img\/logo.jpg","url":"http:\/\/martymcgui.re","tz":"America\/New_York","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-05-14 08:37:48.556500 {"type":"join","timestamp":1620981468.556547,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celsoDiscord[m]1","nickname":"celsoDiscord[m]1","username":"disco7148","name":"io.permaweb:_discord_543026738444369920","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rbmifrzgijuabjsy"},"content":null,"modes":[]}
2021-05-14 08:42:03.519000 {"type":"join","timestamp":1620981723.519001,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TeamIanDiscord[m","nickname":"TeamIanDiscord[m","username":"disco7199","name":"io.permaweb:_discord_425099253845590016","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rlxnyoldgkrxlqar"},"content":null,"modes":[]}
2021-05-14 08:42:04.523900 {"type":"join","timestamp":1620981724.5239289,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"macerbiDiscord[m","nickname":"macerbiDiscord[m","username":"disco7256","name":"io.permaweb:_discord_518392799926812672","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tdcfiaomwpwfxmmt"},"content":null,"modes":[]}
2021-05-14 08:42:09.337200 {"type":"join","timestamp":1620981729.337173,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AnthonyCBuddDisc","nickname":"AnthonyCBuddDisc","username":"disco9313","name":"io.permaweb:_discord_468559821486948353","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qydalxlngmsuoqag"},"content":null,"modes":[]}
2021-05-14 08:42:23.831400 {"type":"join","timestamp":1620981743.8314102,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zoink92Discord[m","nickname":"zoink92Discord[m","username":"disco7136","name":"io.permaweb:_discord_180376535742545922","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-okjirxhyggheyitj"},"content":null,"modes":[]}
2021-05-14 08:42:24.810800 {"type":"join","timestamp":1620981744.810845,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"baluptonDiscord[","nickname":"baluptonDiscord[","username":"disco6865","name":"io.permaweb:_discord_105816512060751872","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vblyuiribufrfjty"},"content":null,"modes":[]}
