2020-02-20 00:21:47.793500 {"type":"join","timestamp":1582158107.7934608,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"chrisaldrich","nickname":"chrisaldrich","username":"~webuser","name":null,"photo":"https:\/\/www.boffosocko.com\/logo.jpg","url":"http:\/\/boffosocko.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-02-20 00:39:11.131900 {"type":"join","timestamp":1582159151.1319206,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[arush]","nickname":"[arush]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-02-20 01:01:37.043300 {"type":"join","timestamp":1582160497.043269,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gRegorLove","nickname":"gRegorLove","username":"~gRegorLov","name":null,"photo":null,"url":null,"tz":null,"host":"2600:8801:9200:3280:8173:d3b0:4d3c:d2f"},"content":null,"modes":[]}
2020-02-20 01:02:36.497200 {"type":"join","timestamp":1582160556.4971895,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Nuve","nickname":"Nuve","username":"~Nuve","name":"\u2766","photo":null,"url":null,"tz":null,"host":"unaffiliated\/nuve"},"content":null,"modes":[]}
2020-02-20 01:04:31.064000 {"type":"join","timestamp":1582160671.0640495,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[Michael_Beckwit","nickname":"[Michael_Beckwit","username":"~slackuser","name":"Michael_Beckwith via slack-irc-gateway","photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-02-20 01:14:31.297000 {"type":"join","timestamp":1582161271.2970104,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[jgmac1106]","nickname":"[jgmac1106]","username":"~slackuser","name":null,"photo":"http:\/\/quickthoughts.jgregorymcverry.com\/file\/6802fbcdd3fada8cb61ffb798978f72f\/thumb.jpg","url":"http:\/\/jgregorymcverry.com","tz":"-5 GMT","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-02-20 02:00:42.049100 {"type":"join","timestamp":1582164042.049148,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gRegorLove","nickname":"gRegorLove","username":"~gRegorLov","name":null,"photo":null,"url":null,"tz":null,"host":"wsip-70-167-79-72.sd.sd.cox.net"},"content":null,"modes":[]}
2020-02-20 02:14:12.416900 {"type":"join","timestamp":1582164852.4169383,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"katherine1","nickname":"katherine1","username":"~webuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-02-20 02:28:22.400200 {"type":"join","timestamp":1582165702.400224,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[tantek]","nickname":"[tantek]","username":"~slackuser","name":null,"photo":"http:\/\/tantek.com\/logo.jpg","url":"http:\/\/Tantek.com","tz":"America\/Los_Angeles","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-02-20 02:41:57.481800 {"type":"join","timestamp":1582166517.4818175,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gRegorLove","nickname":"gRegorLove","username":"~gRegorLov","name":null,"photo":null,"url":null,"tz":null,"host":"wsip-70-167-79-72.sd.sd.cox.net"},"content":null,"modes":[]}
2020-02-20 03:09:08.175300 {"type":"join","timestamp":1582168148.175298,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"glijofiph","nickname":"glijofiph","username":"~Inaecl","name":null,"photo":null,"url":null,"tz":null,"host":"182.75.243.177"},"content":null,"modes":[]}
2020-02-20 03:09:09.210000 {"type":"message","timestamp":1582168149.210048,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"glijofiph","nickname":"glijofiph","username":"~Inaecl","name":null,"photo":null,"url":null,"tz":null,"host":"182.75.243.177"},"content":"hi","modes":[]}
2020-02-20 03:09:10.186700 {"type":"message","timestamp":1582168150.186669,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"glijofiph","nickname":"glijofiph","username":"~Inaecl","name":null,"photo":null,"url":null,"tz":null,"host":"182.75.243.177"},"content":"hi","modes":[]}
2020-02-20 03:09:11.137600 {"type":"message","timestamp":1582168151.1376112,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"glijofiph","nickname":"glijofiph","username":"~Inaecl","name":null,"photo":null,"url":null,"tz":null,"host":"182.75.243.177"},"content":"hi","modes":[]}
2020-02-20 03:09:12.171700 {"type":"leave","timestamp":1582168152.171704,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"glijofiph","nickname":"glijofiph","username":"~Inaecl","name":null,"photo":null,"url":null,"tz":null,"host":"182.75.243.177"},"content":null,"modes":[]}
2020-02-20 03:11:51.394400 {"type":"join","timestamp":1582168311.3944004,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[andre]","nickname":"[andre]","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-02-20 03:16:27.474700 {"type":"join","timestamp":1582168587.4746993,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Dririi","nickname":"Dririi","username":"~a","name":null,"photo":null,"url":null,"tz":null,"host":"180.246.163.193"},"content":null,"modes":[]}
2020-02-20 03:16:28.469600 {"type":"message","timestamp":1582168588.4695773,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Dririi","nickname":"Dririi","username":"~a","name":null,"photo":null,"url":null,"tz":null,"host":"180.246.163.193"},"content":"hi","modes":[]}
2020-02-20 03:16:29.505300 {"type":"message","timestamp":1582168589.5053105,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Dririi","nickname":"Dririi","username":"~a","name":null,"photo":null,"url":null,"tz":null,"host":"180.246.163.193"},"content":"hi","modes":[]}
2020-02-20 03:16:30.511300 {"type":"message","timestamp":1582168590.5112863,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Dririi","nickname":"Dririi","username":"~a","name":null,"photo":null,"url":null,"tz":null,"host":"180.246.163.193"},"content":"hi","modes":[]}
2020-02-20 03:16:31.461700 {"type":"leave","timestamp":1582168591.4616644,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Dririi","nickname":"Dririi","username":"~a","name":null,"photo":null,"url":null,"tz":null,"host":"180.246.163.193"},"content":null,"modes":[]}
2020-02-20 03:21:29.078800 {"type":"join","timestamp":1582168889.0788047,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"quiso","nickname":"quiso","username":"~Nipr","name":null,"photo":null,"url":null,"tz":null,"host":"93.140.56.129"},"content":null,"modes":[]}
2020-02-20 03:21:33.097800 {"type":"leave","timestamp":1582168893.0977757,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"quiso","nickname":"quiso","username":"~Nipr","name":null,"photo":null,"url":null,"tz":null,"host":"93.140.56.129"},"content":null,"modes":[]}
2020-02-20 03:21:51.443900 {"type":"leave","timestamp":1582168911.443899,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"adiosk","nickname":"adiosk","username":"~ekl","name":null,"photo":null,"url":null,"tz":null,"host":"176.120.54.115"},"content":null,"modes":[]}
2020-02-20 03:21:51.445600 {"type":"join","timestamp":1582168911.4456222,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"adiosk","nickname":"adiosk","username":"~ekl","name":null,"photo":null,"url":null,"tz":null,"host":"176.120.54.115"},"content":null,"modes":[]}
2020-02-20 04:11:16.150000 {"type":"join","timestamp":1582171876.1499753,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[Michael_Beckwit","nickname":"[Michael_Beckwit","username":"~slackuser","name":"Michael_Beckwith via slack-irc-gateway","photo":null,"url":null,"tz":null,"host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-02-20 05:23:26.623400 {"type":"join","timestamp":1582176206.6233644,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"strugee","nickname":"strugee","username":"~strugee","name":"AJ Jordan","photo":"https:\/\/strugee.net\/images\/small-headshot.jpeg","url":"http:\/\/strugee.net","tz":"America\/Los_Angeles","host":"strugee.net"},"content":null,"modes":[]}
