2014-04-16 00:24:23.000000 {"type":"join","timestamp":"1397607863.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2014-04-16 00:55:40.000000 {"type":"join","timestamp":"1397609740.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-04-16 02:32:48.000000 {"type":"join","timestamp":"1397615568.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KevinMarks2","nickname":"KevinMarks2","name":"KevinMarks2","username":null},"content":"KevinMarks2 joined #microformats"}
2014-04-16 03:50:14.000000 {"type":"join","timestamp":"1397620214.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"philipashlock","nickname":"philipashlock","name":"philipashlock","username":null},"content":"philipashlock joined #microformats"}
2014-04-16 05:31:21.000000 {"type":"join","timestamp":"1397626281.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"joeysim","nickname":"joeysim","name":"joeysim","username":null},"content":"joeysim joined #microformats"}
2014-04-16 05:50:51.000000 {"type":"message","timestamp":"1397627451.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307hcalendar-examples-in-wild\u000314]]\u00034 \u000310 \u000302http:\/\/www.microformats.org\/wiki\/index.php?title=hcalendar-examples-in-wild&diff=64290&oldid=64284&rcid=100640\u0003 \u00035*\u0003 \u000303African safari holiday packages\u0003 \u00035*\u0003 (\u0002-44586\u0002) \u000310Replacing page with 'Offering some of the best Safari packages in Africa.  Creating opportunities for guests to enter Big 5\u2019s natural environment.  Offering tailored [http:\/\/www.tryzimbabwe.net\/i...'\u0003"}
2014-04-16 06:03:04.000000 {"type":"join","timestamp":"1397628184.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2014-04-16 06:48:27.000000 {"type":"join","timestamp":"1397630907.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"joeysim","nickname":"joeysim","name":"joeysim","username":null},"content":"joeysim joined #microformats"}
2014-04-16 07:17:24.000000 {"type":"join","timestamp":"1397632644.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"chiui","nickname":"chiui","name":"chiui","username":null},"content":"chiui joined #microformats"}
2014-04-16 07:59:04.000000 {"type":"message","timestamp":"1397635144.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307blog-post-examples\u000314]]\u00034 \u000310 \u000302http:\/\/microformats.org\/wiki\/index.php?title=blog-post-examples&diff=64291&oldid=43484&rcid=100641\u0003 \u00035*\u0003 \u000303Calisgail\u0003 \u00035*\u0003 (\u0002-18219\u0002) \u000310\u0003"}
2014-04-16 07:59:55.000000 {"type":"message","timestamp":"1397635195.000000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307blog-post-examples\u000314]]\u00034 \u000310 \u000302http:\/\/microformats.org\/wiki\/index.php?title=blog-post-examples&diff=64292&oldid=64291&rcid=100642\u0003 \u00035*\u0003 \u000303Calisgail\u0003 \u00035*\u0003 (+57) \u000310\u0003"}
