2015-09-07 00:05:46.281000 {"type":"join","timestamp":"1441584346.281000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"KartikPrabhu joined #microformats"}
2015-09-07 00:29:15.274000 {"type":"join","timestamp":"1441585755.274000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"tantek joined #microformats"}
2015-09-07 00:40:40.861000 {"type":"join","timestamp":"1441586440.861000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-07 01:07:05.669000 {"type":"message","timestamp":"1441588025.669000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@zaxozidireki] SEO Tips 2015  incorporating Schema and Microformats http:\/\/seovideos.engagethecrowd.com\/seo-tips-2015-incorporating-schema-and-microformats\/ (http:\/\/twtr.io\/13_X8jYv9nj)"}
2015-09-07 01:41:24.282000 {"type":"join","timestamp":"1441590084.282000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"nitot","nickname":"nitot","name":"nitot","username":null},"content":"nitot joined #microformats"}
2015-09-07 02:08:20.817000 {"type":"join","timestamp":"1441591700.817000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"tommorris_","nickname":"tommorris_","name":"tommorris_","username":null},"content":"tommorris_ joined #microformats"}
2015-09-07 02:10:02.990000 {"type":"join","timestamp":"1441591802.990000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"atehwa_","nickname":"atehwa_","name":"atehwa_","username":null},"content":"atehwa_ joined #microformats"}
2015-09-07 02:13:38.234000 {"type":"join","timestamp":"1441592018.234000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"reidab_","nickname":"reidab_","name":"reidab_","username":null},"content":"reidab_ joined #microformats"}
2015-09-07 04:27:38.653000 {"type":"message","timestamp":"1441600058.653000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@kharmabum] We need microformats and data and we needed them yesterday. (http:\/\/twtr.io\/13_pAXAu554)"}
2015-09-07 07:32:37.099000 {"type":"message","timestamp":"1441611157.099000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"\u000314[[\u000307value-class-pattern-fr\u000314]]\u00034 \u000310 \u000302http:\/\/microformats.org\/wiki\/index.php?title=value-class-pattern-fr&diff=65217&oldid=64970&rcid=101604\u0003 \u00035*\u0003 \u000303B8713ka\u0003 \u00035*\u0003 (\u0002-7620\u0002) \u000310\u0003"}
2015-09-07 07:41:10.389000 {"type":"message","timestamp":"1441611670.389000","network":"irc","server":"freenode","channel":{"id":"#microformats","name":"#microformats"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@kykyorg] \u00d0\u00a4\u00d0\u00be\u00d1\u201a\u00d0\u00be \u00d0\u00b4\u00d0\u00bd\u00d1\u008f. \u00d0\u009d\u00d0\u00b0 \u00d1\u0192\u00d0\u00bb\u00d0\u00b8\u00d1\u2020\u00d0\u00b5 \u00d0\u017e\u00d0\u00ba\u00d1\u201a\u00d1\u008f\u00d0\u00b1\u00d1\u20ac\u00d1\u0152\u00d1\u0081\u00d0\u00ba\u00d0\u00be\u00d0\u00b9 \u00d0\u00bd\u00d0\u00b0\u00d1\u20ac\u00d0\u00b8\u00d1\u0081\u00d0\u00be\u00d0\u00b2\u00d0\u00b0\u00d0\u00bb\u00d0\u00b8 \u00d1\u2021\u00d0\u00b5\u00d1\u201a\u00d1\u2039\u00d1\u20ac\u00d1\u2018\u00d1\u2026\u00d1\u008d\u00d1\u201a\u00d0\u00b0\u00d0\u00b6\u00d0\u00bd\u00d1\u2039\u00d0\u00b9 \u00d0\u00bf\u00d0\u00be\u00d1\u20ac\u00d1\u201a\u00d1\u20ac\u00d0\u00b5\u00d1\u201a \u00d0\u00b3\u00d1\u20ac\u00d0\u00b0\u00d1\u201e\u00d0\u00b0 \u00d0\u00a7\u00d0\u00b0\u00d0\u00bf\u00d1\u0081\u00d0\u00ba\u00d0\u00be\u00d0\u00b3\u00d0\u00be: http:\/\/kyky.org\/microformats\/2015-09-07\/photo https:\/\/twitter.com\/kykyorg\/status\/640791897750007808\/photo\/1 (http:\/\/twtr.io\/13a6_EWq2A8)"}
