2016-07-02 00:02:03.351000 {"type":"message","timestamp":"1467417723.351000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"KartikPrabhu","nickname":"KartikPrabhu","name":"KartikPrabhu","username":null},"content":"make blog post"}
2016-07-02 00:02:29.092000 {"type":"message","timestamp":"1467417749.092000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"miklb","nickname":"miklb","name":"miklb","username":null},"content":"was going to make a joke about posting to Medium :-P"}
2016-07-02 00:05:19.438000 {"type":"message","timestamp":"1467417919.438000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"KartikPrabhu: yeah I startred reprioritizing my list of blog posts to make accordingly ;\/"}
2016-07-02 00:06:10.406000 {"type":"message","timestamp":"1467417970.406000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"miklb","nickname":"miklb","name":"miklb","username":null},"content":"however, it can be fine line to write a blog post that doesn't sound like airing laundry or calling out. From my experience at least."}
2016-07-02 00:07:11.380000 {"type":"message","timestamp":"1467418031.380000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"miklb yes. and I try hard to avoid that by writing stuff like that locally in a text file and letting it sit for a bit."}
2016-07-02 00:07:18.512000 {"type":"join","timestamp":"1467418038.512000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"ehlovader","nickname":"ehlovader","name":"ehlovader","username":null},"content":"ehlovader joined #indiewebcamp"}
2016-07-02 00:09:00.174000 {"type":"join","timestamp":"1467418140.174000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"j12t","nickname":"j12t","name":"j12t","username":null},"content":"j12t joined #indiewebcamp"}
2016-07-02 00:09:26.750000 {"type":"message","timestamp":"1467418166.750000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"tantek","nickname":"tantek","name":"tantek","username":null},"content":"on that note, I'll point out https:\/\/indiewebcamp.com\/NYC2 is coming up if you can make it!"}
2016-07-02 00:49:37.328000 {"type":"message","timestamp":"1467420577.328000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"Loqi","nickname":"Loqi","name":"Loqi","username":null},"content":"[@chkno] Service graveyard: (think about migration and redundancy when using other peoples' computers): http:\/\/indiewebcamp.com\/site-deaths (http:\/\/twtr.io\/1EKbGB88yTC)"}
2016-07-02 01:29:39.611000 {"type":"join","timestamp":"1467422979.611000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"snarfed","nickname":"snarfed","name":"snarfed","username":null},"content":"snarfed joined #indiewebcamp"}
2016-07-02 01:38:00.026000 {"type":"join","timestamp":"1467423480.026000","network":"irc","server":"freenode","channel":{"id":"#indiewebcamp","name":"#indiewebcamp"},"author":{"uid":"shiflett","nickname":"shiflett","name":"shiflett","username":null},"content":"shiflett joined #indiewebcamp"}
